zone,latitude,longitude,hour,weather,day_type,road_type,severity,risk_score,vehicles_involved,year,month
Pune - Pune-Mumbai Hwy,18.517235,73.874607,21,Clear,Weekday,Highway,Minor,0.401,2,2024,1
Pune - Pune-Mumbai Hwy,18.527567,73.860472,13,Clear,Weekday,Urban Road,Minor,0.361,4,2023,6
Pune - Pune-Mumbai Hwy,18.52806,73.834999,13,Clear,Weekday,Highway,Serious,0.434,4,2023,8
Pune - Pune-Mumbai Hwy,18.508597,73.86488,7,Clear,Weekday,Highway,Minor,0.581,4,2024,10
Pune - Pune-Mumbai Hwy,18.529753,73.864442,12,Overcast,Weekday,Urban Road,Serious,0.388,1,2022,4
Pune - Pune-Mumbai Hwy,18.542792,73.861089,8,Clear,Weekday,Urban Road,Minor,0.542,1,2022,3
Pune - Pune-Mumbai Hwy,18.520535,73.852995,8,Clear,Weekday,Urban Road,Minor,0.599,4,2023,6
Pune - Pune-Mumbai Hwy,18.527035,73.851647,13,Clear,Weekend,Urban Road,Minor,0.264,4,2021,3
Pune - Pune-Mumbai Hwy,18.527404,73.871343,9,Clear,Weekend,Highway,Serious,0.648,1,2024,9
Pune - Pune-Mumbai Hwy,18.513578,73.861199,17,Clear,Weekday,Urban Road,Serious,0.493,4,2023,3
Pune - Pune-Mumbai Hwy,18.516639,73.856199,9,Rain,Weekday,Urban Road,Minor,0.601,3,2023,6
Pune - Pune-Mumbai Hwy,18.525418,73.865594,20,Clear,Weekday,Urban Road,Minor,0.382,2,2024,3
Pune - Pune-Mumbai Hwy,18.524352,73.853801,5,Rain,Weekday,Junction,Minor,0.596,4,2023,4
Pune - Pune-Mumbai Hwy,18.518793,73.853926,20,Clear,Weekday,Urban Road,Serious,0.445,3,2023,10
Pune - Pune-Mumbai Hwy,18.525528,73.862022,14,Clear,Weekend,Junction,Serious,0.442,4,2024,4
Pune - Pune-Mumbai Hwy,18.523696,73.850296,13,Clear,Weekend,Highway,Serious,0.417,1,2024,11
Pune - Pune-Mumbai Hwy,18.529421,73.841121,9,Clear,Weekday,Highway,Minor,0.636,4,2024,2
Pune - Pune-Mumbai Hwy,18.525925,73.848002,17,Clear,Weekend,Urban Road,Serious,0.577,3,2024,2
Pune - Pune-Mumbai Hwy,18.50644,73.869821,19,Clear,Weekend,Highway,Minor,0.636,2,2021,4
Pune - Pune-Mumbai Hwy,18.516854,73.854391,8,Clear,Weekend,Urban Road,Serious,0.513,3,2021,3
Pune - Pune-Mumbai Hwy,18.534861,73.859096,9,Fog,Weekday,Flyover,Fatal,0.626,3,2021,8
Pune - Pune-Mumbai Hwy,18.529954,73.862021,17,Clear,Weekday,Urban Road,Fatal,0.499,3,2022,8
Pune - Pune-Mumbai Hwy,18.518518,73.873867,8,Clear,Weekday,Urban Road,Minor,0.424,2,2023,2
Pune - Pune-Mumbai Hwy,18.522376,73.870551,17,Clear,Weekday,Highway,Serious,0.511,2,2021,9
Pune - Pune-Mumbai Hwy,18.521529,73.87349,9,Clear,Weekday,Highway,Serious,0.608,2,2022,11
Pune - Pune-Mumbai Hwy,18.526315,73.851842,10,Overcast,Weekday,Urban Road,Minor,0.359,4,2022,9
Pune - Pune-Mumbai Hwy,18.52644,73.841165,4,Fog,Weekday,Highway,Minor,0.61,3,2022,1
Pune - Pune-Mumbai Hwy,18.530967,73.860114,13,Clear,Weekend,Highway,Serious,0.468,3,2021,5
Pune - Pune-Mumbai Hwy,18.514753,73.859577,7,Rain,Weekday,Highway,Minor,0.685,1,2024,6
Pune - Pune-Mumbai Hwy,18.523316,73.851259,5,Clear,Weekend,Urban Road,Minor,0.412,3,2022,6
Pune - Pune-Mumbai Hwy,18.51498,73.848348,15,Rain,Weekday,Highway,Serious,0.463,3,2024,8
Pune - Pune-Mumbai Hwy,18.514525,73.87796,17,Clear,Weekend,Highway,Serious,0.618,1,2023,1
Pune - Pune-Mumbai Hwy,18.518151,73.860743,13,Clear,Weekday,Highway,Serious,0.401,4,2023,7
Pune - Pune-Mumbai Hwy,18.515034,73.847411,17,Overcast,Weekend,Highway,Minor,0.634,4,2021,8
Pune - Pune-Mumbai Hwy,18.512077,73.852542,8,Overcast,Weekday,Urban Road,Serious,0.466,4,2024,8
Pune - Pune-Mumbai Hwy,18.531673,73.852801,15,Rain,Weekday,Urban Road,Minor,0.406,1,2024,1
Pune - Pune-Mumbai Hwy,18.517882,73.857735,5,Clear,Weekday,Highway,Serious,0.47,4,2023,10
Pune - Pune-Mumbai Hwy,18.514231,73.846916,22,Rain,Weekend,Junction,Minor,0.569,2,2023,9
Pune - Pune-Mumbai Hwy,18.518575,73.849879,11,Clear,Weekday,Urban Road,Minor,0.478,4,2021,11
Pune - Pune-Mumbai Hwy,18.530377,73.863645,21,Clear,Weekday,Highway,Minor,0.478,2,2022,5
Pune - Pune-Mumbai Hwy,18.527477,73.851493,11,Rain,Weekday,Urban Road,Serious,0.5,4,2022,8
Pune - Pune-Mumbai Hwy,18.52785,73.856255,8,Clear,Weekday,Highway,Minor,0.55,3,2024,3
Pune - Pune-Mumbai Hwy,18.517952,73.857863,1,Rain,Weekday,Urban Road,Serious,0.57,1,2024,10
Pune - Pune-Mumbai Hwy,18.527564,73.842777,14,Clear,Weekday,Highway,Minor,0.433,3,2021,12
Pune - Pune-Mumbai Hwy,18.521185,73.866729,20,Rain,Weekend,Urban Road,Minor,0.461,2,2023,8
Pune - Pune-Mumbai Hwy,18.516427,73.85395,17,Clear,Weekday,Urban Road,Minor,0.532,1,2024,6
Pune - Pune-Mumbai Hwy,18.532932,73.862615,7,Clear,Weekday,Urban Road,Minor,0.45,3,2022,12
Pune - Pune-Mumbai Hwy,18.512948,73.862157,5,Clear,Weekday,Highway,Minor,0.448,1,2024,8
Pune - Pune-Mumbai Hwy,18.531169,73.855154,20,Fog,Weekday,Urban Road,Serious,0.493,4,2024,11
Pune - Pune-Mumbai Hwy,18.525345,73.859774,10,Rain,Weekday,Highway,Minor,0.602,2,2024,5
Pune - Pune-Mumbai Hwy,18.512683,73.851485,19,Clear,Weekend,Urban Road,Minor,0.47,1,2021,8
Pune - Pune-Mumbai Hwy,18.531849,73.85462,7,Clear,Weekday,Urban Road,Serious,0.53,2,2023,6
Pune - Pune-Mumbai Hwy,18.518164,73.856715,5,Clear,Weekday,Urban Road,Minor,0.316,3,2024,3
Pune - Pune-Mumbai Hwy,18.523978,73.856636,14,Clear,Weekday,Junction,Minor,0.398,4,2021,9
Pune - Pune-Mumbai Hwy,18.528542,73.86345,13,Overcast,Weekend,Flyover,Serious,0.355,1,2021,6
Pune - Pune-Mumbai Hwy,18.501373,73.858241,21,Rain,Weekday,Urban Road,Minor,0.437,1,2024,3
Pune - Pune-Mumbai Hwy,18.516398,73.851201,23,Rain,Weekend,Flyover,Serious,0.582,4,2022,12
Pune - Pune-Mumbai Hwy,18.518192,73.853987,8,Clear,Weekday,Highway,Minor,0.657,3,2021,8
Pune - Pune-Mumbai Hwy,18.530066,73.857543,9,Clear,Weekday,Highway,Minor,0.633,1,2021,12
Pune - Pune-Mumbai Hwy,18.522458,73.853944,12,Clear,Weekday,Urban Road,Serious,0.399,3,2023,8
Pune - Pune-Mumbai Hwy,18.517246,73.861936,16,Rain,Weekend,Junction,Serious,0.57,1,2023,8
Pune - Pune-Mumbai Hwy,18.505408,73.858175,9,Fog,Weekend,Highway,Minor,0.648,2,2023,1
Pune - Pune-Mumbai Hwy,18.536506,73.852476,2,Clear,Weekday,Junction,Serious,0.641,1,2022,12
Pune - Pune-Mumbai Hwy,18.507811,73.857351,21,Overcast,Weekend,Junction,Minor,0.53,4,2024,4
Pune - Pune-Mumbai Hwy,18.505692,73.857956,19,Fog,Weekend,Junction,Minor,0.668,3,2022,10
Pune - Pune-Mumbai Hwy,18.519398,73.864734,17,Rain,Weekend,Highway,Minor,0.702,3,2022,7
Pune - Pune-Mumbai Hwy,18.529887,73.847423,10,Clear,Weekend,Junction,Minor,0.48,2,2023,10
Pune - Pune-Mumbai Hwy,18.508855,73.843104,13,Rain,Weekday,Urban Road,Serious,0.455,1,2021,10
Pune - Pune-Mumbai Hwy,18.527279,73.861246,10,Clear,Weekend,Urban Road,Serious,0.495,3,2024,6
Pune - Pune-Mumbai Hwy,18.519473,73.85969,19,Fog,Weekend,Highway,Fatal,0.742,1,2021,10
Pune - Pune-Mumbai Hwy,18.523055,73.880183,17,Clear,Weekday,Junction,Serious,0.649,2,2024,5
Pune - Pune-Mumbai Hwy,18.515297,73.849687,9,Clear,Weekend,Urban Road,Minor,0.477,2,2021,6
Pune - Pune-Mumbai Hwy,18.522702,73.855123,17,Clear,Weekday,Highway,Minor,0.609,3,2023,7
Pune - Pune-Mumbai Hwy,18.525528,73.868678,18,Rain,Weekday,Highway,Minor,0.573,1,2023,11
Pune - Pune-Mumbai Hwy,18.520248,73.85738,21,Clear,Weekday,Urban Road,Minor,0.491,1,2024,6
Pune - Pune-Mumbai Hwy,18.518402,73.853752,17,Clear,Weekday,Junction,Minor,0.612,4,2022,12
Pune - Pune-Mumbai Hwy,18.520717,73.865158,18,Clear,Weekday,Highway,Serious,0.6,4,2021,9
Pune - Pune-Mumbai Hwy,18.519692,73.853069,20,Clear,Weekday,Urban Road,Minor,0.43,2,2023,11
Pune - Pune-Mumbai Hwy,18.5057,73.873553,15,Overcast,Weekday,Junction,Minor,0.446,1,2022,8
Pune - Pune-Mumbai Hwy,18.509007,73.853049,12,Clear,Weekend,Highway,Minor,0.56,2,2022,2
Pune - Pune-Mumbai Hwy,18.520284,73.85596,12,Clear,Weekend,Urban Road,Fatal,0.431,3,2024,10
Pune - Pune-Mumbai Hwy,18.523939,73.850694,7,Clear,Weekday,Highway,Minor,0.589,4,2023,5
Pune - Pune-Mumbai Hwy,18.534216,73.845938,20,Overcast,Weekend,Junction,Minor,0.469,3,2022,1
Pune - Pune-Mumbai Hwy,18.523947,73.85751,12,Rain,Weekday,Highway,Minor,0.58,4,2024,4
Pune - Pune-Mumbai Hwy,18.52647,73.848032,12,Clear,Weekday,Urban Road,Serious,0.472,1,2022,12
Pune - Pune-Mumbai Hwy,18.535867,73.858754,9,Rain,Weekday,Junction,Serious,0.701,1,2024,9
Pune - Pune-Mumbai Hwy,18.5292,73.847799,19,Rain,Weekday,Urban Road,Fatal,0.608,2,2024,11
Pune - Pune-Mumbai Hwy,18.52002,73.858382,7,Rain,Weekday,Urban Road,Minor,0.62,1,2023,8
Pune - Pune-Mumbai Hwy,18.525315,73.862812,12,Clear,Weekday,Highway,Minor,0.536,3,2022,12
Pune - Pune-Mumbai Hwy,18.514638,73.847695,8,Clear,Weekday,Flyover,Serious,0.546,1,2022,7
Pune - Pune-Mumbai Hwy,18.525167,73.854567,1,Rain,Weekday,Junction,Minor,0.717,1,2023,5
Pune - Pune-Mumbai Hwy,18.514263,73.854162,19,Clear,Weekday,Urban Road,Serious,0.479,2,2024,12
Pune - Pune-Mumbai Hwy,18.520138,73.855779,10,Fog,Weekday,Highway,Minor,0.551,3,2024,10
Pune - Pune-Mumbai Hwy,18.51213,73.854503,20,Clear,Weekday,Urban Road,Minor,0.401,3,2022,1
Pune - Pune-Mumbai Hwy,18.523029,73.849324,7,Rain,Weekday,Highway,Minor,0.728,1,2024,2
Pune - Pune-Mumbai Hwy,18.5308,73.864382,7,Clear,Weekday,Junction,Minor,0.572,1,2023,4
Pune - Pune-Mumbai Hwy,18.511947,73.86218,9,Clear,Weekday,Urban Road,Minor,0.516,4,2021,5
Pune - Pune-Mumbai Hwy,18.520432,73.851968,10,Clear,Weekend,Urban Road,Fatal,0.293,1,2024,5
Pune - Pune-Mumbai Hwy,18.5247,73.852072,4,Rain,Weekend,Highway,Serious,0.538,1,2021,6
Pune - Pune-Mumbai Hwy,18.535142,73.845785,13,Clear,Weekend,Urban Road,Fatal,0.404,2,2021,7
Pune - Pune-Mumbai Hwy,18.524366,73.87165,8,Fog,Weekend,Junction,Serious,0.686,2,2023,12
Pune - Pune-Mumbai Hwy,18.511391,73.844801,17,Clear,Weekend,Highway,Minor,0.565,1,2022,1
Pune - Pune-Mumbai Hwy,18.509472,73.85348,21,Overcast,Weekend,Urban Road,Minor,0.331,3,2023,8
Pune - Pune-Mumbai Hwy,18.526118,73.85483,13,Clear,Weekday,Highway,Serious,0.407,3,2024,4
Pune - Pune-Mumbai Hwy,18.511396,73.854712,11,Clear,Weekend,Urban Road,Minor,0.397,1,2024,12
Pune - Pune-Mumbai Hwy,18.517743,73.859245,12,Rain,Weekday,Highway,Serious,0.54,1,2022,7
Pune - Pune-Mumbai Hwy,18.522899,73.853103,16,Fog,Weekday,Highway,Minor,0.541,4,2024,8
Pune - Pune-Mumbai Hwy,18.526531,73.853389,20,Clear,Weekday,Urban Road,Minor,0.389,2,2021,12
Pune - Pune-Mumbai Hwy,18.522968,73.857146,15,Clear,Weekday,Highway,Serious,0.49,4,2022,10
Pune - Pune-Mumbai Hwy,18.536025,73.862196,20,Clear,Weekday,Urban Road,Minor,0.387,1,2021,7
Pune - Pune-Mumbai Hwy,18.515034,73.860842,8,Clear,Weekday,Urban Road,Serious,0.454,4,2022,7
Pune - Pune-Mumbai Hwy,18.507916,73.867746,11,Clear,Weekend,Junction,Minor,0.444,3,2022,3
Pune - Pune-Mumbai Hwy,18.503563,73.857805,21,Fog,Weekday,Highway,Minor,0.553,1,2021,1
Pune - Pune-Mumbai Hwy,18.527054,73.860285,11,Rain,Weekday,Highway,Minor,0.434,2,2021,1
Pune - Pune-Mumbai Hwy,18.516134,73.861314,12,Clear,Weekday,Junction,Fatal,0.59,2,2022,3
Pune - Pune-Mumbai Hwy,18.50146,73.85953,17,Clear,Weekend,Urban Road,Minor,0.595,4,2024,6
Pune - Pune-Mumbai Hwy,18.520783,73.837368,11,Clear,Weekday,Highway,Minor,0.449,2,2021,6
Pune - Pune-Mumbai Hwy,18.518015,73.843481,18,Clear,Weekday,Highway,Fatal,0.611,3,2022,10
Pune - Pune-Mumbai Hwy,18.519059,73.848587,14,Clear,Weekend,Junction,Minor,0.514,3,2023,5
Pune - Pune-Mumbai Hwy,18.522867,73.855416,19,Rain,Weekend,Highway,Serious,0.7,3,2021,2
Pune - Pune-Mumbai Hwy,18.534828,73.864889,9,Clear,Weekday,Urban Road,Serious,0.538,1,2022,3
Pune - Pune-Mumbai Hwy,18.524785,73.845984,18,Clear,Weekday,Urban Road,Fatal,0.571,4,2024,2
Pune - Pune-Mumbai Hwy,18.521301,73.846886,6,Rain,Weekend,Highway,Minor,0.606,3,2022,7
Nashik - Mumbai-Agra Hwy,20.013146,73.781389,10,Overcast,Weekend,Urban Road,Minor,0.42,4,2023,3
Nashik - Mumbai-Agra Hwy,20.008515,73.778867,3,Rain,Weekday,Urban Road,Serious,0.375,3,2021,1
Nashik - Mumbai-Agra Hwy,20.00774,73.776602,20,Rain,Weekday,Urban Road,Fatal,0.36,4,2023,4
Nashik - Mumbai-Agra Hwy,20.004505,73.808732,8,Rain,Weekend,Urban Road,Serious,0.603,2,2022,5
Nashik - Mumbai-Agra Hwy,20.022114,73.806179,18,Clear,Weekday,Urban Road,Minor,0.558,4,2022,10
Nashik - Mumbai-Agra Hwy,19.999714,73.782049,19,Rain,Weekday,Urban Road,Minor,0.521,2,2023,8
Nashik - Mumbai-Agra Hwy,20.002724,73.784708,8,Clear,Weekday,Urban Road,Minor,0.523,2,2021,8
Nashik - Mumbai-Agra Hwy,20.016921,73.789613,3,Clear,Weekday,Highway,Minor,0.471,3,2021,6
Nashik - Mumbai-Agra Hwy,20.004976,73.799854,8,Rain,Weekday,Flyover,Minor,0.592,3,2024,10
Nashik - Mumbai-Agra Hwy,20.020458,73.789035,19,Fog,Weekday,Urban Road,Fatal,0.652,2,2024,3
Nashik - Mumbai-Agra Hwy,20.008554,73.777199,12,Clear,Weekday,Junction,Minor,0.508,1,2021,3
Nashik - Mumbai-Agra Hwy,20.01561,73.770997,16,Rain,Weekday,Urban Road,Minor,0.484,1,2024,4
Nashik - Mumbai-Agra Hwy,20.004507,73.803413,20,Overcast,Weekday,Junction,Minor,0.532,3,2024,12
Nashik - Mumbai-Agra Hwy,20.00302,73.787785,8,Clear,Weekend,Highway,Serious,0.534,2,2023,6
Nashik - Mumbai-Agra Hwy,20.015995,73.790744,7,Clear,Weekday,Highway,Minor,0.574,4,2024,7
Nashik - Mumbai-Agra Hwy,20.001127,73.788627,8,Clear,Weekend,Highway,Minor,0.601,3,2023,3
Nashik - Mumbai-Agra Hwy,20.005156,73.791572,10,Clear,Weekend,Junction,Serious,0.422,2,2022,8
Nashik - Mumbai-Agra Hwy,19.991426,73.794783,14,Rain,Weekday,Urban Road,Minor,0.474,4,2022,9
Nashik - Mumbai-Agra Hwy,20.015685,73.793892,21,Fog,Weekday,Urban Road,Minor,0.49,1,2022,2
Nashik - Mumbai-Agra Hwy,20.006594,73.783177,15,Clear,Weekday,Urban Road,Minor,0.353,4,2021,10
Nashik - Mumbai-Agra Hwy,20.009531,73.803745,13,Fog,Weekday,Highway,Minor,0.494,2,2024,8
Nashik - Mumbai-Agra Hwy,20.004052,73.780165,6,Fog,Weekday,Urban Road,Serious,0.511,3,2022,1
Nashik - Mumbai-Agra Hwy,20.012093,73.787827,22,Fog,Weekday,Junction,Minor,0.813,3,2021,9
Nashik - Mumbai-Agra Hwy,19.997519,73.789109,11,Rain,Weekday,Urban Road,Serious,0.521,3,2022,11
Nashik - Mumbai-Agra Hwy,19.993949,73.792376,16,Fog,Weekday,Urban Road,Minor,0.547,3,2021,10
Nashik - Mumbai-Agra Hwy,20.02164,73.78734,6,Rain,Weekend,Highway,Serious,0.527,4,2024,12
Nashik - Mumbai-Agra Hwy,20.022294,73.78268,5,Fog,Weekend,Highway,Serious,0.616,2,2023,8
Nashik - Mumbai-Agra Hwy,20.011496,73.7747,20,Clear,Weekday,Urban Road,Minor,0.377,2,2023,4
Nashik - Mumbai-Agra Hwy,20.019006,73.794475,20,Fog,Weekday,Highway,Minor,0.615,1,2023,8
Nashik - Mumbai-Agra Hwy,19.991767,73.78278,11,Clear,Weekday,Urban Road,Minor,0.422,2,2022,1
Nashik - Mumbai-Agra Hwy,20.002292,73.792052,14,Clear,Weekday,Highway,Serious,0.43,1,2024,3
Nashik - Mumbai-Agra Hwy,20.017208,73.784254,18,Clear,Weekend,Highway,Minor,0.5,1,2022,12
Nashik - Mumbai-Agra Hwy,19.998622,73.795776,8,Rain,Weekday,Highway,Minor,0.641,2,2022,6
Nashik - Mumbai-Agra Hwy,19.996687,73.80659,6,Clear,Weekday,Urban Road,Minor,0.337,2,2024,11
Nashik - Mumbai-Agra Hwy,20.000833,73.805533,10,Clear,Weekday,Junction,Minor,0.433,4,2024,10
Nashik - Mumbai-Agra Hwy,19.98859,73.795339,19,Overcast,Weekend,Junction,Minor,0.589,3,2024,6
Nashik - Mumbai-Agra Hwy,20.014722,73.799439,16,Rain,Weekday,Highway,Minor,0.533,4,2022,9
Nashik - Mumbai-Agra Hwy,19.999706,73.784879,19,Fog,Weekday,Highway,Minor,0.663,1,2021,6
Nashik - Mumbai-Agra Hwy,20.024135,73.784136,19,Rain,Weekday,Highway,Minor,0.636,3,2022,6
Nashik - Mumbai-Agra Hwy,20.012205,73.790979,15,Overcast,Weekday,Urban Road,Minor,0.339,1,2024,2
Nashik - Mumbai-Agra Hwy,19.986868,73.79506,17,Rain,Weekday,Urban Road,Serious,0.515,2,2021,12
Nashik - Mumbai-Agra Hwy,19.999274,73.783948,22,Fog,Weekday,Urban Road,Minor,0.703,1,2023,11
Nashik - Mumbai-Agra Hwy,19.995616,73.779279,16,Rain,Weekday,Urban Road,Minor,0.42,4,2022,2
Nashik - Mumbai-Agra Hwy,20.001306,73.779557,4,Clear,Weekday,Urban Road,Serious,0.411,2,2022,5
Nashik - Mumbai-Agra Hwy,20.008637,73.805038,19,Clear,Weekday,Urban Road,Serious,0.462,2,2023,12
Nashik - Mumbai-Agra Hwy,19.997789,73.800363,1,Clear,Weekend,Urban Road,Minor,0.568,3,2021,10
Nashik - Mumbai-Agra Hwy,20.003826,73.780586,7,Overcast,Weekday,Highway,Minor,0.55,4,2024,11
Nashik - Mumbai-Agra Hwy,20.01777,73.783822,12,Clear,Weekend,Urban Road,Minor,0.364,2,2021,10
Nashik - Mumbai-Agra Hwy,20.006898,73.786739,8,Clear,Weekday,Junction,Minor,0.526,1,2023,2
Nashik - Mumbai-Agra Hwy,19.988396,73.781396,2,Clear,Weekday,Junction,Minor,0.558,2,2021,8
Nashik - Mumbai-Agra Hwy,19.993316,73.78128,8,Clear,Weekday,Urban Road,Serious,0.567,2,2024,6
Nashik - Mumbai-Agra Hwy,20.003887,73.796568,8,Overcast,Weekend,Junction,Serious,0.641,2,2021,10
Nashik - Mumbai-Agra Hwy,20.003334,73.782064,12,Clear,Weekday,Urban Road,Minor,0.364,1,2023,8
Nashik - Mumbai-Agra Hwy,20.010814,73.793515,19,Overcast,Weekday,Urban Road,Minor,0.535,3,2022,5
Nashik - Mumbai-Agra Hwy,20.014483,73.782873,8,Rain,Weekend,Urban Road,Minor,0.587,1,2024,11
Nashik - Mumbai-Agra Hwy,20.020821,73.780989,15,Clear,Weekday,Urban Road,Serious,0.349,4,2022,11
Nashik - Mumbai-Agra Hwy,20.00765,73.800078,14,Clear,Weekday,Highway,Minor,0.445,2,2022,2
Nashik - Mumbai-Agra Hwy,20.014939,73.784008,12,Clear,Weekday,Highway,Minor,0.392,3,2024,4
Nashik - Mumbai-Agra Hwy,20.013046,73.794835,18,Clear,Weekend,Junction,Minor,0.628,1,2022,6
Nashik - Mumbai-Agra Hwy,19.996378,73.780813,22,Overcast,Weekend,Urban Road,Minor,0.587,2,2021,6
Nashik - Mumbai-Agra Hwy,20.020282,73.787169,8,Clear,Weekday,Urban Road,Serious,0.504,1,2024,5
Nashik - Mumbai-Agra Hwy,20.001124,73.801644,22,Fog,Weekday,Highway,Minor,0.716,2,2023,2
Nashik - Mumbai-Agra Hwy,19.995409,73.77125,18,Clear,Weekday,Urban Road,Serious,0.508,3,2021,5
Nashik - Mumbai-Agra Hwy,20.010271,73.789538,9,Rain,Weekend,Highway,Minor,0.626,4,2023,4
Nashik - Mumbai-Agra Hwy,20.012964,73.799854,23,Clear,Weekday,Highway,Serious,0.547,3,2022,11
Nashik - Mumbai-Agra Hwy,20.015327,73.787304,8,Rain,Weekend,Flyover,Minor,0.56,3,2023,2
Nashik - Mumbai-Agra Hwy,20.018505,73.782792,14,Overcast,Weekday,Urban Road,Minor,0.354,1,2021,12
Nashik - Mumbai-Agra Hwy,20.004771,73.785756,6,Rain,Weekday,Highway,Minor,0.52,1,2022,4
Nashik - Mumbai-Agra Hwy,20.00085,73.794496,15,Overcast,Weekday,Urban Road,Fatal,0.421,4,2022,9
Nashik - Mumbai-Agra Hwy,20.006596,73.785442,15,Rain,Weekend,Urban Road,Fatal,0.406,3,2024,10
Nashik - Mumbai-Agra Hwy,20.01643,73.796765,20,Rain,Weekday,Urban Road,Minor,0.491,1,2022,6
Nashik - Mumbai-Agra Hwy,20.015232,73.796831,8,Clear,Weekend,Urban Road,Minor,0.551,1,2021,10
Nashik - Mumbai-Agra Hwy,20.002453,73.800549,21,Clear,Weekday,Junction,Minor,0.466,2,2021,12
Nashik - Mumbai-Agra Hwy,20.007502,73.789303,19,Fog,Weekday,Urban Road,Minor,0.702,3,2021,7
Nashik - Mumbai-Agra Hwy,19.995176,73.787141,7,Fog,Weekday,Junction,Serious,0.751,1,2021,8
Nashik - Mumbai-Agra Hwy,19.992132,73.801022,18,Clear,Weekend,Urban Road,Minor,0.515,4,2022,1
Nashik - Mumbai-Agra Hwy,19.994632,73.78307,19,Rain,Weekend,Highway,Serious,0.615,3,2023,7
Nashik - Mumbai-Agra Hwy,20.0089,73.792996,8,Clear,Weekend,Junction,Serious,0.524,1,2023,3
Nashik - Mumbai-Agra Hwy,20.014984,73.804554,12,Overcast,Weekday,Flyover,Fatal,0.467,4,2024,7
Nashik - Mumbai-Agra Hwy,20.003006,73.789197,21,Clear,Weekday,Urban Road,Fatal,0.382,4,2021,5
Nashik - Mumbai-Agra Hwy,20.016734,73.798232,1,Clear,Weekday,Highway,Serious,0.574,4,2023,4
Nashik - Mumbai-Agra Hwy,19.99804,73.795972,19,Clear,Weekday,Highway,Minor,0.573,1,2022,1
Nashik - Mumbai-Agra Hwy,19.99738,73.788006,8,Clear,Weekend,Highway,Minor,0.595,2,2024,2
Nashik - Mumbai-Agra Hwy,19.997759,73.796581,12,Clear,Weekday,Urban Road,Minor,0.373,1,2021,4
Nashik - Mumbai-Agra Hwy,20.016621,73.783493,22,Rain,Weekend,Junction,Minor,0.717,2,2023,2
Nashik - Mumbai-Agra Hwy,20.00039,73.789191,18,Clear,Weekday,Flyover,Fatal,0.532,1,2022,7
Nashik - Mumbai-Agra Hwy,19.99524,73.79382,7,Rain,Weekday,Urban Road,Fatal,0.508,3,2022,7
Nashik - Mumbai-Agra Hwy,20.010501,73.785185,12,Clear,Weekday,Junction,Minor,0.469,4,2022,5
Nashik - Mumbai-Agra Hwy,20.001766,73.788481,21,Rain,Weekend,Highway,Fatal,0.453,1,2023,6
Nashik - Mumbai-Agra Hwy,20.002242,73.784187,18,Overcast,Weekday,Urban Road,Minor,0.522,1,2021,7
Nashik - Mumbai-Agra Hwy,20.010845,73.791018,15,Clear,Weekday,Urban Road,Fatal,0.419,2,2024,3
Nashik - Mumbai-Agra Hwy,20.001885,73.801951,20,Clear,Weekday,Highway,Fatal,0.437,3,2022,8
Nashik - Mumbai-Agra Hwy,20.003328,73.804694,11,Clear,Weekday,Junction,Serious,0.493,4,2024,4
Nashik - Mumbai-Agra Hwy,20.009459,73.792993,13,Clear,Weekend,Urban Road,Minor,0.324,2,2024,4
Nashik - Mumbai-Agra Hwy,19.999016,73.784471,13,Fog,Weekend,Junction,Serious,0.529,3,2023,3
Nashik - Mumbai-Agra Hwy,20.01753,73.789979,9,Overcast,Weekday,Highway,Serious,0.573,4,2023,1
Nashik - Mumbai-Agra Hwy,20.005231,73.793416,17,Clear,Weekday,Urban Road,Fatal,0.509,3,2021,1
Nashik - Mumbai-Agra Hwy,19.99782,73.78387,8,Clear,Weekend,Urban Road,Fatal,0.579,1,2023,3
Nashik - Mumbai-Agra Hwy,19.994933,73.795241,16,Clear,Weekday,Highway,Minor,0.414,1,2022,6
Nashik - Mumbai-Agra Hwy,20.0215,73.788245,21,Overcast,Weekday,Flyover,Serious,0.392,3,2024,9
Nashik - Mumbai-Agra Hwy,20.002027,73.790142,3,Clear,Weekday,Urban Road,Serious,0.389,2,2024,7
Nashik - Mumbai-Agra Hwy,20.007061,73.77915,20,Clear,Weekday,Junction,Serious,0.483,1,2022,4
Nashik - Mumbai-Agra Hwy,20.004853,73.781045,13,Clear,Weekday,Urban Road,Minor,0.392,1,2023,2
Nashik - Mumbai-Agra Hwy,19.988607,73.799746,13,Clear,Weekend,Highway,Minor,0.455,3,2021,9
Nashik - Mumbai-Agra Hwy,19.985731,73.779447,13,Clear,Weekend,Urban Road,Serious,0.255,2,2023,7
Nashik - Mumbai-Agra Hwy,20.003353,73.789839,14,Clear,Weekend,Highway,Minor,0.392,2,2024,4
Nashik - Mumbai-Agra Hwy,20.006912,73.777054,8,Overcast,Weekend,Junction,Minor,0.595,3,2024,4
Nashik - Mumbai-Agra Hwy,20.019958,73.799207,19,Clear,Weekend,Urban Road,Serious,0.508,3,2024,7
Nashik - Mumbai-Agra Hwy,19.998849,73.790422,15,Overcast,Weekend,Urban Road,Minor,0.417,3,2022,3
Nashik - Mumbai-Agra Hwy,20.018801,73.775195,8,Fog,Weekend,Urban Road,Minor,0.666,1,2021,8
Nashik - Mumbai-Agra Hwy,20.013693,73.785765,20,Clear,Weekend,Urban Road,Serious,0.333,3,2023,12
